"PACKAGE","VERSION","LICENSE","LICENSE FILES","SOURCE ARCHIVE","SOURCE SITE","DEPENDENCIES WITH LICENSES"
"libpsl","0.21.5","MIT, BSD-3-Clause","COPYING src/LICENSE.chromium","libpsl-0.21.5.tar.gz","https://github.com/rockdaboot/libpsl/releases/download/0.21.5","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libidn2 [GPL-2.0+ or LGPL-3.0+ (library)] libunistring [LGPL-3.0+ or GPL-2.0] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"nghttp2","1.58.0","MIT","COPYING","nghttp2-1.58.0.tar.xz","https://github.com/nghttp2/nghttp2/releases/download/v1.58.0","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libv4l","1.24.1","GPL-2.0+ (utilities), LGPL-2.1+ (libraries)","COPYING COPYING.libv4l lib/libv4l1/libv4l1-kernelcode-license.txt","v4l-utils-1.24.1.tar.bz2","https://linuxtv.org/downloads/v4l-utils","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] jpeg-turbo [IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"gst1-plugins-ugly","1.22.9","LGPL-2.1+, GPL-2.0","COPYING","gst-plugins-ugly-1.22.9.tar.xz","https://gstreamer.freedesktop.org/src/gst-plugins-ugly","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] gst1-plugins-base [LGPL-2.1+] gstreamer1 [LGPL-2.1+] kmod [LGPL-2.1+ (library)] libdrm [MIT] libffi [MIT] libglib2 [LGPL-2.1+] libmpeg2 [GPL-2.0+] libogg [BSD-3-Clause] libopenssl [Apache-2.0] libpthread-stubs [MIT] libtheora [BSD-3-Clause] libvorbis [BSD-3-Clause] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] rockchip-rga [Apache-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"harfbuzz","8.3.0","MIT, ISC (ucdn library)","COPYING","harfbuzz-8.3.0.tar.xz","https://github.com/harfbuzz/harfbuzz/releases/download/8.3.0","cairo [LGPL-2.1 or MPL-1.1 (library)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] expat [MIT] fontconfig [fontconfig license] freetype [FTL or GPL-2.0+] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libdrm [MIT] libffi [MIT] libglib2 [LGPL-2.1+] libopenssl [Apache-2.0] libpng [Libpng-2.0] libpthread-stubs [MIT] libxml2 [MIT] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] pixman [MIT] rockchip-mali [ARM] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)] wayland [MIT]"
"hostapd","2.10","BSD-3-Clause","README","hostapd-2.10.tar.gz","http://w1.fi/releases","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libnl [LGPL-2.1+] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libnl","3.9.0","LGPL-2.1+","COPYING","libnl-3.9.0.tar.gz","https://github.com/thom311/libnl/releases/download/libnl3_9_0","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"input-event-daemon","0.1.3","input-event-daemon license","README","input-event-daemon-0.1.3.tar.gz","https://github.com/gandro/input-event-daemon/archive/v0.1.3","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"iperf","2.1.9","MIT-like","COPYING","iperf-2.1.9.tar.gz","https://downloads.sourceforge.net/project/iperf2","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"iw","5.19","ISC","COPYING","iw-5.19.tar.xz","https://cdn.kernel.org/pub/software/network/iw","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libnl [LGPL-2.1+] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"liberation","2.1.5","OFL-1.1","LICENSE","liberation-fonts-ttf-2.1.5.tar.gz","https://github.com/liberationfonts/liberation-fonts/files/7261482","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libevdev","1.13.1","MIT","COPYING","libevdev-1.13.1.tar.xz","http://www.freedesktop.org/software/libevdev","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libfribidi","1.0.13","LGPL-2.1+","COPYING","fribidi-1.0.13.tar.xz","https://github.com/fribidi/fribidi/releases/download/v1.0.13","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libinput","1.23.0","MIT","COPYING","libinput-1.23.0.tar.bz2","https://gitlab.freedesktop.org/libinput/libinput/-/archive/1.23.0","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libevdev [MIT] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] mtdev [MIT] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"mtdev","1.1.6","MIT","COPYING","mtdev-1.1.6.tar.bz2","http://bitmath.org/code/mtdev","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"liblockfile","1.17","LGPL-2.0+, GPL-2.0+ (dotlockfile)","COPYRIGHT licenses/GPL-2 licenses/LGPL-2","liblockfile_1.17.orig.tar.gz","http://snapshot.debian.org/archive/debian/20210128T210947Z/pool/main/libl/liblockfile","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libmad","0.15.1b","GPL-2.0+","COPYING","libmad_0.15.1b.orig.tar.gz","http://snapshot.debian.org/archive/debian/20190310T213528Z/pool/main/libm/libmad","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libsocketcan","0.0.12","LGPL-2.1+","LICENSE","libsocketcan-0.0.12.tar.bz2","http://www.pengutronix.de/software/libsocketcan/download","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libvpx","1.13.1","BSD-3-Clause","LICENSE PATENTS","libvpx-1.13.1.tar.gz","https://github.com/webmproject/libvpx/archive/v1.13.1","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libxkbcommon","1.4.0","MIT/X11","LICENSE","libxkbcommon-1.4.0.tar.xz","https://xkbcommon.org/download","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"libxslt","1.1.39","MIT","COPYING","libxslt-1.1.39.tar.xz","https://download.gnome.org/sources/libxslt/1.1","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libxml2 [MIT] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"lmbench","3.0-a9","lmbench license (based on GPL-2.0)","COPYING COPYING-2","lmbench-3.0-a9.tgz","http://downloads.sourceforge.net/project/lmbench/development/lmbench-3.0-a9","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libtirpc [BSD-3-Clause] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"lockfile-progs","0.1.19","GPL-2.0","COPYING","lockfile-progs_0.1.19.tar.gz","http://snapshot.debian.org/archive/debian/20210903T205304Z/pool/main/l/lockfile-progs","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] liblockfile [LGPL-2.0+, GPL-2.0+ (dotlockfile)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"lrzsz","0.12.20","GPL-2.0+","COPYING","lrzsz-0.12.20.tar.gz","http://www.ohse.de/uwe/releases","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"make","4.3","GPL-3.0+","COPYING","make-4.3.tar.lz","http://mirrors.kernel.org/gnu/make","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"memtester","4.5.1","GPL-2.0","COPYING","memtester-4.5.1.tar.gz","http://pyropus.ca/software/memtester/old-versions","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"ntfs-3g","2022.10.3","GPL-2.0+, LGPL-2.0+","COPYING COPYING.LIB","ntfs-3g_ntfsprogs-2022.10.3.tgz","http://tuxera.com/opensource","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] pcre2 [BSD-3-Clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux [GPL-2.0+, BSD-4-Clause, LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid), BSD-2-Clause (xxhash), ISC (rfkill)] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"numactl","2.0.16","LGPL-2.1 (libnuma), GPL-2.0 (programs)","LICENSE.GPL2 LICENSE.LGPL2.1","numactl-2.0.16.tar.gz","https://github.com/numactl/numactl/releases/download/v2.0.16","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"pango","1.50.14","LGPL-2.0+","COPYING","pango-1.50.14.tar.xz","https://download.gnome.org/sources/pango/1.50","cairo [LGPL-2.1 or MPL-1.1 (library)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] expat [MIT] fontconfig [fontconfig license] freetype [FTL or GPL-2.0+] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] harfbuzz [MIT, ISC (ucdn library)] kmod [LGPL-2.1+ (library)] libdrm [MIT] libffi [MIT] libfribidi [LGPL-2.1+] libglib2 [LGPL-2.1+] libopenssl [Apache-2.0] libpng [Libpng-2.0] libpthread-stubs [MIT] libxml2 [MIT] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] pixman [MIT] rockchip-mali [ARM] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)] wayland [MIT]"
"perl","5.38.2","Artistic or GPL-1.0+","Artistic Copying README","perl-5.38.2.tar.xz","https://www.cpan.org/src/5.0","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"pm-utils","1.4.1","GPL-2.0+","COPYING","pm-utils-1.4.1.tar.gz","http://pm-utils.freedesktop.org/releases","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"procrank_linux","21c30ab4514a5b15ac6e813e21bee0d3d714cb08","Apache-2.0","NOTICE","procrank_linux-21c30ab4514a5b15ac6e813e21bee0d3d714cb08.tar.gz","https://github.com/csimmonds/procrank_linux/archive/21c30ab4514a5b15ac6e813e21bee0d3d714cb08","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"camera-engine-rkaiq","1.0","Apache-2.0","NOTICE","camera-engine-rkaiq-1.0.tar.gz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/camera_engine_rkaiq","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libdrm [MIT] libopenssl [Apache-2.0] libpthread-stubs [MIT] libzlib [Zlib] linux-headers [GPL-2.0] rockchip-rga [Apache-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"gstreamer1-rockchip","master","LGPL-2.1","COPYING","gstreamer1-rockchip-master.tar.gz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/gstreamer-rockchip","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] gst1-plugins-base [LGPL-2.1+] gstreamer1 [LGPL-2.1+] kmod [LGPL-2.1+ (library)] libdrm [MIT] libffi [MIT] libglib2 [LGPL-2.1+] libogg [BSD-3-Clause] libopenssl [Apache-2.0] libpthread-stubs [MIT] libtheora [BSD-3-Clause] libvorbis [BSD-3-Clause] libzlib [Zlib] linux-headers [GPL-2.0] pcre2 [BSD-3-Clause] rockchip-mpp [Apache-2.0, MIT] rockchip-rga [Apache-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"rockchip-mpp","develop","Apache-2.0, MIT","LICENSES/Apache-2.0 LICENSES/MIT","rockchip-mpp-develop.tar.gz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/mpp","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libdrm [MIT] libopenssl [Apache-2.0] libpthread-stubs [MIT] libzlib [Zlib] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"libv4l-rkmpp","1.7.1","LGPL-2.1","COPYING","libv4l-rkmpp-1.7.1-br1.tar.gz","https://github.com/JeffyCN/libv4l-rkmpp.git","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] jpeg-turbo [IJG (libjpeg), BSD-3-Clause (TurboJPEG), Zlib (SIMD)] kmod [LGPL-2.1+ (library)] libdrm [MIT] libopenssl [Apache-2.0] libpthread-stubs [MIT] libv4l [GPL-2.0+ (utilities), LGPL-2.1+ (libraries)] libzlib [Zlib] linux-headers [GPL-2.0] rockchip-mpp [Apache-2.0, MIT] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"rknpu2","1.0.0","ROCKCHIP","LICENSE","rknpu2-1.0.0.tar.gz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/rknpu2","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"rktoolkit","master","Apache-2.0","LICENSE","rktoolkit-master.tar.gz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/rktoolkit","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"wpa_supplicant","2.10","BSD-3-Clause","README","wpa_supplicant-2.10.tar.gz","http://w1.fi/releases","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libnl [LGPL-2.1+] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] readline [GPL-3.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"rkwifibt","1.0.0","ROCKCHIP","LICENSE","rkwifibt-1.0.0.tar.gz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/rkwifibt","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"rockchip-alsa-config","1.0","Apache-2.0","NOTICE","rockchip-alsa-config-1.0.tar.gz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/alsa-config","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"rockchip-test","master","ROCKCHIP","LICENSE","rockchip-test-master.tar.gz","/home/wxt/linux-develop/rockchip-linux/buildroot/../external/rockchip-test","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"rt-tests","2.5","GPL-2.0+","COPYING","rt-tests-2.5.tar.xz","https://cdn.kernel.org/pub/linux/utils/rt-tests","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] numactl [LGPL-2.1 (libnuma), GPL-2.0 (programs)] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"source-han-sans-cn","2.004R","OFL-1.1","LICENSE.txt","SourceHanSansCN.zip","https://github.com/adobe-fonts/source-han-sans/releases/download/2.004R","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"sox","7524160b29a476f7e87bc14fddf12d349f9a3c5e","GPL-2.0+ (sox binary), LGPL-2.1+ (libraries)","LICENSE.GPL LICENSE.LGPL","sox-7524160b29a476f7e87bc14fddf12d349f9a3c5e-br1.tar.gz","https://git.code.sf.net/p/sox/code","alsa-lib [LGPL-2.1+ (library), GPL-2.0+ (aserver)] bluez5_utils [GPL-2.0+, LGPL-2.1+] dbus [AFL-2.1 or GPL-2.0+ (library, tools), GPL-2.0+ (tools)] eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] expat [MIT] flac [Xiph BSD-like (libFLAC), GPL-2.0+ (tools), LGPL-2.1+ (other libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] libcap [GPL-2.0 or BSD-3-Clause] libffi [MIT] libglib2 [LGPL-2.1+] libical [MPL-1.0 or LGPL-2.1] libmad [GPL-2.0+] libogg [BSD-3-Clause] libopenssl [Apache-2.0] libpng [Libpng-2.0] libsamplerate [BSD-2-Clause] libsndfile [LGPL-2.1+] libtool [LGPL-2.1+] libvorbis [BSD-3-Clause] libzlib [Zlib] linux-headers [GPL-2.0] ncurses [MIT with advertising clause] opus [BSD-3-Clause] pcre2 [BSD-3-Clause] pulseaudio [LGPL-2.1+ (specific license for modules, see LICENSE file)] readline [GPL-3.0+] sbc [LGPL-2.1+ (library)] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
"strace","6.7","LGPL-2.1+","COPYING LGPL-2.1-or-later","strace-6.7.tar.xz","https://github.com/strace/strace/releases/download/v6.7","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"stress-ng","0.15.07","GPL-2.0+","COPYING","stress-ng-0.15.07.tar.gz","https://github.com/ColinIanKing/stress-ng/archive/V0.15.07","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] libbsd [BSD-2-Clause, BSD-3-Clause, BSD-4-Clause, BSD-5-Clause, MIT, ISC, Beerware] libmd [BSD-2-Clause, BSD-3-Clause, Beerware, ISC, Public Domain] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"stress","1.0.7","GPL-2.0+","COPYING","stress-1.0.7.tar.bz2","https://github.com/resurrecting-open-source-projects/stress/releases/download/1.0.7","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"stressapptest","6714c57d0d67f5a2a7a9987791af6729289bf64e","Apache-2.0","NOTICE","stressapptest-6714c57d0d67f5a2a7a9987791af6729289bf64e-br1.tar.gz","https://github.com/stressapptest/stressapptest.git","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"tzdata","2023c","Public domain","LICENSE","tzdata2023c.tar.gz","https://www.iana.org/time-zones/repository/releases","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"unixbench","e477bc034137f994f2bbaba52952ca6e1de53856","GPL-2.0+","LICENSE.txt","unixbench-e477bc034137f994f2bbaba52952ca6e1de53856-br1.tar.gz","https://github.com/kdlucas/byte-unixbench.git","gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] linux-headers [GPL-2.0] perl [Artistic or GPL-1.0+] skeleton-init-common [unknown] skeleton-init-sysv [unknown]"
"usbmount","0.0.22","BSD-2-Clause","debian/copyright","usbmount_0.0.22.tar.gz","http://snapshot.debian.org/archive/debian/20141023T043132Z/pool/main/u/usbmount","eudev [GPL-2.0+ (programs), LGPL-2.1+ (libraries)] gcc-final [GPL-3.0-with-GCC-exception] glibc [GPL-2.0+ (programs), LGPL-2.1+, BSD-3-Clause, MIT (library)] kmod [LGPL-2.1+ (library)] liblockfile [LGPL-2.0+, GPL-2.0+ (dotlockfile)] libopenssl [Apache-2.0] libzlib [Zlib] linux-headers [GPL-2.0] lockfile-progs [GPL-2.0] skeleton-init-common [unknown] skeleton-init-sysv [unknown] util-linux-libs [LGPL-2.1+ (libblkid, libfdisk, libmount), BSD-3-Clause (libuuid)]"
